지점,지점명,일시,평균기온(°C),합계 강수량(mm),평균 상대습도(%),합계 일조시간(hr)
255,북창원,2013,14.5,1114.9,58.4,2350.1
255,북창원,2014,14.4,1549.4,66.6,2033.8
255,북창원,2015,14.5,1101.1,69,2133
255,북창원,2016,14.9,1985.7,68.6,2206.6
255,북창원,2017,14.7,945.7,62.8,2529.1
255,북창원,2018,14.4,1654.9,65.5,2360.3
255,북창원,2019,14.2,1675.3,66,2357.4
255,북창원,2020,15.2,1798.6,67.3,2203.5
255,북창원,2021,15.8,1555.8,68.8,2138.3
255,북창원,2022,15.4,996.5,62.4,2305.7
255,북창원,2023,16.1,2087,67.7,2147.8
256,주암,2008,13.1,957.5,72,1884.7
256,주암,2009,13.1,1643.6,72.8,1891.1
256,주암,2010,13,1859.1,73.8,1737.1
256,주암,2011,,1762,,1872
256,주암,2012,,403.1,,806.6
257,양산시,2009,,1298,,2086
257,양산시,2010,14.7,1462.5,61.4,2097.7
257,양산시,2011,14.6,1606.4,57.5,2106.6
257,양산시,2012,14.3,1621.4,57.2,2196.9
257,양산시,2013,15,1092.3,55.6,2631.8
257,양산시,2014,14.6,1767.4,62.7,2339.1
257,양산시,2015,14.9,1236,62.8,2355.2
257,양산시,2016,15.3,1978.8,65.8,2165.5
257,양산시,2017,15.1,720.2,65,2468.5
257,양산시,2018,14.8,1589.2,67.7,2282.9
257,양산시,2019,15.4,1536.1,67.1,2264.7
257,양산시,2020,15,1892.5,67.7,2131.8
257,양산시,2021,15.4,1708.2,69.5,2131.7
257,양산시,2022,15.3,932.5,63.8,2232.8
257,양산시,2023,16,2172,68.3,2163.7
258,보성군,2010,,1640.8,,1905.4
258,보성군,2011,13.7,1680.2,68.3,2323.6
258,보성군,2012,13.6,1779.9,70.7,2216.2
258,보성군,2013,14.2,1313.8,68.4,2461.1
258,보성군,2014,14.2,1619.2,66,2215.5
258,보성군,2015,14.6,1211.6,65.9,2212.9
258,보성군,2016,14.7,1599.8,69.8,2263.3
258,보성군,2017,14.1,918.1,67.7,2569.3
258,보성군,2018,14.1,1430.1,70.8,2502
258,보성군,2019,14.3,1527.2,70.1,2498.2
258,보성군,2020,14.6,1716.2,73.3,2231.1
258,보성군,2021,15,1708.3,73.9,2348.6
258,보성군,2022,14.6,1056.4,70.1,2402.7
258,보성군,2023,15,2015.6,75.9,2245.8
259,강진군,2009,,37,,255
259,강진군,2010,13.3,1556.9,73.7,1950.7
259,강진군,2011,13.1,1439.1,71.4,2131.5
259,강진군,2012,13.1,1703.4,69.3,2129.7
259,강진군,2013,13.6,1205.3,69.8,2523.4
259,강진군,2014,13.6,1513.2,71.8,2254.2
259,강진군,2015,13.9,1240.4,73.9,2208.9
259,강진군,2016,14.4,1619.4,75.8,2143.4
259,강진군,2017,,816.2,,2367.3
259,강진군,2018,14,1634.5,71.9,2348.3
259,강진군,2019,14.3,1481.6,69.5,2306
259,강진군,2020,14.2,1654.4,71.1,2196.6
259,강진군,2021,14.8,1494.8,73.8,2103.1
259,강진군,2022,14.5,1033.3,70.8,2182.3
259,강진군,2023,15,1933.3,75.8,1999.4
260,장흥,2008,13.5,981.6,71.2,1968.2
260,장흥,2009,13.8,1461.5,69,2052.1
260,장흥,2010,13.6,1748.8,70.5,1821.1
260,장흥,2011,13.5,1583.8,70.1,2040.3
260,장흥,2012,13.3,1774.7,71.6,1903
260,장흥,2013,13.7,1157.3,74.6,2128.3
260,장흥,2014,13.7,1546,75.8,1956.4
260,장흥,2015,13.9,1161,76.5,2020.6
260,장흥,2016,14.3,1513.2,76.1,2096.1
260,장흥,2017,13.8,969.7,72.5,2337.3
260,장흥,2018,13.8,1410.9,74.7,2152.3
260,장흥,2019,14.2,1517.4,72.5,2280.1
260,장흥,2020,13.7,1692.2,73.9,2198.6
260,장흥,2021,14.2,1475.5,75.3,2332.5
260,장흥,2022,13.9,915.9,71.7,2411.3
260,장흥,2023,14.4,1985.1,77,2233.9
261,해남,2008,13.6,1098.1,73,1981.3
261,해남,2009,13.8,1277.7,72.7,2054.6
261,해남,2010,13.7,1495.5,74.1,1811.8
261,해남,2011,13,1498.9,73.7,1971.9
261,해남,2012,13.2,1695.4,74.9,1983.2
261,해남,2013,13.7,1077.7,72.3,2091.5
261,해남,2014,13.7,1173.1,73.6,1994.5
261,해남,2015,13.9,1157.8,78.4,2049.3
261,해남,2016,14,1360.2,75.8,2104.5
261,해남,2017,13.4,725.3,70.3,2374.1
261,해남,2018,13.2,1297.1,75.1,2288.8
261,해남,2019,13.2,1222,76.3,2305.9
261,해남,2020,13.4,1450.3,76.5,2181.2
261,해남,2021,13.9,1387.9,76.3,2346.8
261,해남,2022,13.5,794.5,75.2,2427.8
261,해남,2023,14.6,1619.3,78.7,2211.3
262,고흥,2008,13.9,944.7,70.1,2044.3
262,고흥,2009,14,1286.2,66.8,2057.9
262,고흥,2010,13.7,1533.2,68.8,1969.7
262,고흥,2011,13.7,1716.1,68,2096.7
262,고흥,2012,13.5,1791.9,69,2055.5
262,고흥,2013,14,1182.8,71.4,2282.9
262,고흥,2014,14,1851.4,72.8,2050.3
262,고흥,2015,14.1,1379.7,76.5,2106.2
262,고흥,2016,14.2,1641.9,77.5,2099.5
262,고흥,2017,13.7,1115.4,70.4,2409.3
262,고흥,2018,13.6,1458.8,73.7,2306.5
262,고흥,2019,13.9,1676.5,72.3,2187.3
262,고흥,2020,13.6,1520.2,73.4,2201.3
262,고흥,2021,14.3,1339.8,73.1,2314.2
262,고흥,2022,13.9,929.7,69.3,2353.7
262,고흥,2023,14.5,1702,74.9,2161.2
263,의령군,2010,,918,,1066.8
263,의령군,2011,13,1766.3,72.8,2185.1
263,의령군,2012,12.8,1403.6,72.5,2072.6
263,의령군,2013,12.8,988.9,75,2453.1
263,의령군,2014,12.2,1380.4,74.4,2090.1
263,의령군,2015,12.9,1077.2,76.1,2106.7
263,의령군,2016,13.3,1474,76,2072.7
263,의령군,2017,13.6,876.8,69.6,2425.8
263,의령군,2018,13.5,1561.6,70,2274.9
263,의령군,2019,14,1272.8,69.4,2288.6
263,의령군,2020,13.9,1747.5,69.3,2261.5
263,의령군,2021,14.3,1205.5,68.3,2238.6
263,의령군,2022,13.9,784.2,64.1,2413.2
263,의령군,2023,14.5,1939.9,,2146.7
264,함양군,2010,,1282.1,,992.3
264,함양군,2011,12.3,1502.3,69.1,2137.4
264,함양군,2012,12.2,1576.8,73.3,2096.2
264,함양군,2013,12.8,1096.2,74.2,2274.4
264,함양군,2014,12.6,1305.1,75.3,2097.8
264,함양군,2015,13,985.4,75.7,2052.8
264,함양군,2016,13.6,1128,73.4,2060.9
264,함양군,2017,12.8,614.6,71.1,2304.2
264,함양군,2018,12.7,1666.7,75.9,2280.5
264,함양군,2019,13.2,1464.6,74.5,2272.3
264,함양군,2020,13,1910.6,69,2176.8
264,함양군,2021,13.3,1014.9,66.8,2092
264,함양군,2022,13.1,801.5,64.7,2313.7
264,함양군,2023,13.8,1701,69.8,2106.1
266,광양시,2011,,1936,,1915.9
266,광양시,2012,14.7,1891.1,65.7,2353.4
266,광양시,2013,15.1,1366.9,68.7,2575.9
266,광양시,2014,14.9,1504.3,71.2,2324.7
266,광양시,2015,15.4,1205.6,71,2405.3
266,광양시,2016,15.4,1607.4,74.1,2231.6
266,광양시,2017,14.9,824.4,68.2,2549.3
266,광양시,2018,14.8,1695,65.7,2374.2
266,광양시,2019,15.4,1566.1,58.8,2382.3
266,광양시,2020,15,1821,61.3,2294.8
266,광양시,2021,15.5,1423,65.6,2340.2
266,광양시,2022,15.2,1054.7,62.3,2387.5
266,광양시,2023,15.5,2274.6,68.3,2199.1
268,진도군,2014,,1008.3,,1225
268,진도군,2015,14.1,1330.6,79.3,2069.3
268,진도군,2016,14.5,1569.1,79.8,2047.2
268,진도군,2017,14,787.6,74.4,2138.5
268,진도군,2018,14.1,1589.5,75.4,2202.7
268,진도군,2019,14.2,1538.8,73.6,2155.7
268,진도군,2020,14.2,1515.5,76.8,1946.1
268,진도군,2021,,1549.1,77.3,2065.9
268,진도군,2022,14,903.1,75.5,2138.5
268,진도군,2023,14.6,1540.8,77.8,2018
271,봉화,2008,10,1027.9,70.3,2131.6
271,봉화,2009,10.1,1066.5,69.3,2087
271,봉화,2010,9.5,1066.7,70.7,1918.6
271,봉화,2011,9.6,1589.9,70.3,1961.4
271,봉화,2012,9.1,1220.2,70.8,1995
271,봉화,2013,9.6,1067.4,72,2083.2
271,봉화,2014,9.9,991.7,69.3,2031.6
271,봉화,2015,10.3,589.2,69.5,2132.9
271,봉화,2016,10.8,1044.8,67.5,2188.5
271,봉화,2017,10.3,795.3,66.1,2238
271,봉화,2018,10.3,1290.7,66.7,2253.6
271,봉화,2019,11,1005.8,68.6,2160.1
271,봉화,2020,10.8,1297.3,72.9,2076.4
271,봉화,2021,10,1129.1,73.7,2064.6
271,봉화,2022,10.8,1014.3,70.8,2189.7
271,봉화,2023,11.6,1828.7,73,2205.5
272,영주,2008,11.7,1063.1,67.3,2191.9
272,영주,2009,11.7,1133.7,64.8,2118.3
272,영주,2010,11.3,1236.3,67.3,1977.3
272,영주,2011,11.4,1729.3,63.5,2040.5
272,영주,2012,11.2,1431,63.3,2116.5
272,영주,2013,11.6,1180.8,65.3,2200
272,영주,2014,12,1156.4,64.8,2157.4
272,영주,2015,12.5,771.2,66.2,2278
272,영주,2016,12.3,1263.3,65.2,2180.2
272,영주,2017,11.6,1055.3,61.6,2521.8
272,영주,2018,11.6,1591.5,62.1,2513.6
272,영주,2019,12.1,996.4,63.8,2396
272,영주,2020,12,1499.9,69.1,2211.4
272,영주,2021,12,1346.5,71.5,2206.4
272,영주,2022,11.8,1083.8,68,2331
272,영주,2023,12.4,2216.1,71.4,2271.7
273,문경,2008,12,974.8,64.5,2057.3
273,문경,2009,12.1,1187.2,62.9,2013.9
273,문경,2010,11.2,1238,65.1,1818.4
273,문경,2011,11.6,1666.1,60.8,2001
273,문경,2012,11.5,1395.5,59.6,2099.3
273,문경,2013,12.1,1273.6,62.4,2195
273,문경,2014,12.2,1006,61.2,2103.2
273,문경,2015,12.5,765.3,59.8,2204.1
273,문경,2016,12.3,1193.8,60.1,2128.5
273,문경,2017,12.4,1292.8,56.5,2425.8
273,문경,2018,12.4,1360.1,56.9,2317.7
273,문경,2019,12.9,1082.5,63.7,2257.3
273,문경,2020,12.5,1694.4,68.4,2184.3
273,문경,2021,12.5,1367.3,70.7,2088.5
273,문경,2022,12.5,1041.8,66.5,2318.6
273,문경,2023,13.2,1942.7,69.6,2255.7
276,청송군,2010,,183.9,,653.2
276,청송군,2011,10.7,1008.2,70.4,2074.4
276,청송군,2012,10.4,978,67.5,2108.8
276,청송군,2013,11,868.9,69.3,2205.7
276,청송군,2014,11,907.7,65.5,1970.4
276,청송군,2015,11.6,707.3,68.9,2088.5
276,청송군,2016,11.8,1008,68.3,1967.4
276,청송군,2017,11.2,783.9,66.1,2184.4
276,청송군,2018,11.2,1139.7,68.4,2239.6
276,청송군,2019,11.7,982.8,75.3,2262.2
276,청송군,2020,11.5,1285.8,77.3,2190.8
276,청송군,2021,11.5,987.7,68,2109.9
276,청송군,2022,11.3,638.5,64.8,2316.1
276,청송군,2023,12,1482.2,69.4,2317.6
277,영덕,2008,13.6,729.3,63.7,2249.5
277,영덕,2009,13.7,808,61.6,2170.5
277,영덕,2010,13.3,868,62.5,2187.9
277,영덕,2011,13.1,1008.5,63.1,2101.1
277,영덕,2012,12.9,1119,63.3,2200.9
277,영덕,2013,13.5,863.4,60.8,2288.4
277,영덕,2014,12.9,1234.3,63.4,2085.1
277,영덕,2015,13.5,811.3,63.3,2301.9
277,영덕,2016,13.8,1088.3,64.2,2354.1
277,영덕,2017,13.7,880.3,59.2,2610.6
277,영덕,2018,13.4,1365.4,62.5,2514.6
277,영덕,2019,14.3,1455.9,64.1,2477.8
277,영덕,2020,13.5,1308.8,66.8,2378.6
277,영덕,2021,13.5,1287,69.3,2241.6
277,영덕,2022,13.4,802.2,64.5,2409.7
277,영덕,2023,14.1,1228.7,67.3,2462.6
278,의성,2008,11.8,786.2,69.3,2121
278,의성,2009,12.1,768.6,67.1,2098.6
278,의성,2010,11.7,1062.1,68.7,1998.5
278,의성,2011,11.5,1130.5,66.8,2056.8
278,의성,2012,11.3,1007.9,67.2,2090.5
278,의성,2013,11.9,851,69.2,2182.9
278,의성,2014,11.7,869.4,68.3,2037.9
278,의성,2015,12.1,596.5,69.1,2166.5
278,의성,2016,12.7,1017.5,70.5,2224.6
278,의성,2017,11.9,691.7,63.8,2518.7
278,의성,2018,12.4,1079.4,64.7,2448.1
278,의성,2019,12.9,831.3,65.1,2374.3
278,의성,2020,12.3,1128.9,71.3,2174.3
278,의성,2021,12.4,961.7,73.6,2079.9
278,의성,2022,12.2,615.1,68.6,2295.8
278,의성,2023,12.9,1575.4,73.1,2224.3
279,구미,2008,13.3,760.2,64.3,2081.3
279,구미,2009,13.5,741.3,60.4,2060.2
279,구미,2010,13.1,1153.5,62.5,1959.4
279,구미,2011,12.8,1204.3,59.9,2047.5
279,구미,2012,12.5,1309.6,64.1,2361.3
279,구미,2013,13.4,895.2,64.7,2537
279,구미,2014,13.5,1222.8,64.4,2272.1
279,구미,2015,14.1,779,68.3,2246.3
279,구미,2016,14.2,1208,71.3,2005.5
279,구미,2017,13.7,688.6,67.1,2341
279,구미,2018,13.6,1410.1,70,2310.5
279,구미,2019,14.2,1133.2,70.5,2294.6
279,구미,2020,13.9,1469.5,68.8,2254.7
279,구미,2021,13.9,1098,65.5,2175.2
279,구미,2022,13.9,792.9,59.8,2376.8
279,구미,2023,14.4,1772.6,64.1,2229.7
281,영천,2008,12.7,774.3,65.6,2168.3
281,영천,2009,12.7,866.6,62.3,2117.9
281,영천,2010,12.4,1030,64.8,2030.7
281,영천,2011,12.5,1127.1,62.7,2015.1
281,영천,2012,12.3,1316,62.9,2099.4
281,영천,2013,13,971.7,63.3,2244.7
281,영천,2014,12.8,1193.9,65.6,1994.3
281,영천,2015,13.5,838.7,66,2179
281,영천,2016,13.9,1175.2,66.2,2250.4
281,영천,2017,13.5,713.9,58.7,2570.8
281,영천,2018,13.3,1149.8,61.3,2419.2
281,영천,2019,14.1,1038,61.2,2408.1
281,영천,2020,13.3,1234.5,67.2,2193.8
281,영천,2021,13.3,1094.2,69.9,2133.4
281,영천,2022,13.2,676,64.4,2252.2
281,영천,2023,13.9,1296,68.8,2274.7
283,경주시,2010,,261.4,,759.5
283,경주시,2011,12.5,1108.8,66.4,2137.7
283,경주시,2012,12.4,1274.5,64.5,2178.3
283,경주시,2013,13.2,820.8,64,2378.9
283,경주시,2014,12.9,1274.1,66.1,2044.1
283,경주시,2015,13.5,976.7,69,2049.7
283,경주시,2016,14,1251.4,68,2227.6
283,경주시,2017,13.7,590.7,64.8,2580.4
283,경주시,2018,13.5,1303.7,69.3,2329.7
283,경주시,2019,14.1,1239.8,68.8,2322
283,경주시,2020,13.9,1371.6,68.2,2368.8
283,경주시,2021,13.9,1112.1,69.2,2146.7
283,경주시,2022,13.8,829.5,64.3,2351.3
283,경주시,2023,14.5,1146.5,66.9,2324.3
284,거창,2008,12.1,615.7,66.3,2102.3
284,거창,2009,12,975.3,65.7,2103.5
284,거창,2010,11.8,1548.5,70,1960.1
284,거창,2011,11.6,1321.3,68.7,2138.6
284,거창,2012,11.4,1538.8,68.9,2149.6
284,거창,2013,12,1085.8,67.8,2588.2
284,거창,2014,12,1242.4,66.1,2312
284,거창,2015,12.4,1031.2,71.3,2268.5
284,거창,2016,12.7,1229.8,71.8,2168.6
284,거창,2017,12.2,782.8,67.3,2435.7
284,거창,2018,12.3,1215.6,70.6,2230.2
284,거창,2019,12.7,1232.4,70.3,2213.2
284,거창,2020,12.5,1726.7,71.2,2365.7
284,거창,2021,12.8,1080.2,71.5,2326.5
284,거창,2022,12.6,638.8,67,2484.3
284,거창,2023,12.9,1625.4,71.8,2390.7
285,합천,2008,13.2,767,67.4,2187.6
285,합천,2009,13.6,1066,64.5,2141.6
285,합천,2010,13.2,1547.1,67.2,2032.5
285,합천,2011,13.2,1624.5,64.8,2129.2
285,합천,2012,12.9,1795.4,64.8,2128.9
285,합천,2013,13.3,1276,65,2342.2
285,합천,2014,13.1,1292.1,65.1,2063.5
285,합천,2015,13.4,1044.5,66.4,2123.9
285,합천,2016,13.8,1505.6,66.5,2231.6
285,합천,2017,13.5,780,61.3,2574
285,합천,2018,13.3,1479.4,65.6,2431.4
285,합천,2019,13.8,1417.6,64.9,2339.6
285,합천,2020,13.5,1733.5,72.8,2138.8
285,합천,2021,13.9,1146.4,72.3,2030.7
285,합천,2022,13.7,794.3,64.4,2355
285,합천,2023,14.4,1771.4,68.8,2153.4
288,밀양,2008,13.6,807.5,63.7,2175.6
288,밀양,2009,14.5,1130.8,61.7,2163.9
288,밀양,2010,13.6,1251.5,64.3,2074.8
288,밀양,2011,13.5,1529.8,62.9,2100.2
288,밀양,2012,13.4,1370.4,62.3,2154.4
288,밀양,2013,14.1,1036.5,61.9,2365.6
288,밀양,2014,14,1212.4,63,2041.9
288,밀양,2015,14.2,951.3,67.5,2124.8
288,밀양,2016,14.7,1568.2,68.1,2094.7
288,밀양,2017,14.2,558.1,61,2403.5
288,밀양,2018,13.8,1337,65.6,2348.1
288,밀양,2019,14.3,1181.1,64.7,2338.6
288,밀양,2020,14.1,1398.8,64.7,2378.5
288,밀양,2021,14.5,1202.5,65,2340.7
288,밀양,2022,14.6,843.2,58.8,2456.7
288,밀양,2023,15,1874,62.6,2327.7
289,산청,2008,13.2,785.5,64,2078.7
289,산청,2009,13.4,1169,63,2054.3
289,산청,2010,13,2189.5,66.4,1910.5
289,산청,2011,13.1,2013.1,62.8,2049.9
289,산청,2012,12.8,1914.2,63.5,1981.7
289,산청,2013,13.3,1253.6,63.1,2311
289,산청,2014,13,1538.9,63.7,2240.4
289,산청,2015,13.3,1397.2,64.2,2291.6
289,산청,2016,13.8,1530,63.8,2174.7
289,산청,2017,13.3,770.8,64.3,2434.2
289,산청,2018,13.1,1601.5,68.7,2303.4
289,산청,2019,13.7,1769.9,67.9,2275.4
289,산청,2020,13.3,2136.8,70.1,2161.2
289,산청,2021,13.6,1142.8,71,2117.2
289,산청,2022,13.4,971.4,66.8,2297
289,산청,2023,13.9,1938.2,71.8,2124.3
294,거제,2008,14.4,1206.9,64,2034.8
294,거제,2009,14.4,1948.7,63.1,2031
294,거제,2010,14.4,1959.7,64.2,1960.2
294,거제,2011,14.1,1734.6,65.7,1980.7
294,거제,2012,14.2,2037,63.7,2071.3
294,거제,2013,14.9,1256.3,61.9,2235.3
294,거제,2014,14.8,2257.1,62.5,2016.2
294,거제,2015,14.9,1778.4,63.1,2065.2
294,거제,2016,15.6,2262.6,71.5,1885
294,거제,2017,15.2,1411.1,68.4,2449.6
294,거제,2018,15,2507.6,72.5,2341.5
294,거제,2019,15.6,2268.7,70.8,2368.6
294,거제,2020,14.7,2481.8,69.8,2143.1
294,거제,2021,15.2,2227.9,69.9,2171.9
294,거제,2022,14.8,1294.1,66.3,2246.8
294,거제,2023,15.3,2585.5,71.4,2114.9
295,남해,2008,14.5,1081.4,64.9,2187.4
295,남해,2009,14.5,1676,63.3,2160.3
295,남해,2010,14.2,2160.2,66.5,2073.9
295,남해,2011,14.1,2183.4,64.7,2165.3
295,남해,2012,13.9,2208.7,63.8,2194.2
295,남해,2013,14.8,1590.5,63.7,2436.1
295,남해,2014,14.7,2058.4,66.6,2113
295,남해,2015,14.7,1789.3,66.3,2186.6
295,남해,2016,15.1,2400.8,68.1,2233.2
295,남해,2017,14.9,1157.8,65.9,2559.9
295,남해,2018,14.6,2203.6,68.2,2407.8
295,남해,2019,15.2,2171.7,67,2463
295,남해,2020,14.6,2258,69.3,2287.2
295,남해,2021,15.1,1981.4,70,2269.8
295,남해,2022,14.7,1338.2,65.8,2345.5
295,남해,2023,15.3,2699.2,70.5,2208.4
296,북부산,2023,,1973.5,,2057.6
