지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),합계 일조시간(hr)
238,금산,2012-05,18.3,59,21.7,242.1
238,금산,2012-06,22.1,66,115.7,170.1
238,금산,2012-07,25.4,75,239.2,153.2
238,금산,2012-08,25.9,74,497.5,145.1
238,금산,2012-09,18.9,78,219.5,136.2
238,금산,2012-10,11.9,75,46.6,187.5
238,금산,2012-11,4.6,68,47.3,138.4
238,금산,2012-12,-4.3,74,62.7,150.7
238,금산,2013-01,-4.6,70,37,152.4
238,금산,2013-02,-.8,61,43.8,152
238,금산,2013-03,5.6,54,64.6,236
238,금산,2013-04,9.4,58,86.4,203.5
238,금산,2013-05,17.5,64,79.5,237.6
238,금산,2013-06,22.8,71,117.7,169.3
238,금산,2013-07,26.4,74,216.9,112.9
238,금산,2013-08,26.6,76,159.5,201.1
238,금산,2013-09,19.8,77,80.8,146.5
238,금산,2013-10,13.6,77,32.6,180.1
238,금산,2013-11,5.4,72,53.9,136.2
238,금산,2013-12,0,71,24.1,138.1
238,금산,2014-01,-1.5,62,4.1,180.9
238,금산,2014-02,1.4,60,2.7,140.5
238,금산,2014-03,6.8,60,97.9,190.2
238,금산,2014-04,12.5,58,88.7,201.3
238,금산,2014-05,17.8,57,26,281.7
238,금산,2014-06,21.8,69,45.6,145.7
238,금산,2014-07,24.9,76,105.8,134.1
238,금산,2014-08,23.2,82,426.4,92.3
238,금산,2014-09,19.8,79,91.2,157.2
238,금산,2014-10,13.2,77,141.2,180.1
238,금산,2014-11,6.8,78,70.1,135.3
238,금산,2014-12,-2.1,77,31.3,144.8
238,금산,2015-01,-1,76,37.6,153.7
238,금산,2015-02,1,68,23.4,148.6
238,금산,2015-03,5.8,57,46.6,241.4
238,금산,2015-04,12.4,72,93.5,158.6
238,금산,2015-05,18.3,64,29.5,264.3
238,금산,2015-06,21.8,74,143.7,170.1
238,금산,2015-07,24.4,86,162.3,147.9
238,금산,2015-08,24.5,78,83.6,169.7
238,금산,2015-09,19.4,71,18.6,185.7
238,금산,2015-10,13.3,73,93.5,210.1
238,금산,2015-11,9,82,109.6,50.4
238,금산,2015-12,1.9,76,35.7,121.7
238,금산,2016-01,-2.3,70,11.1,144.5
238,금산,2016-02,.3,63,46,167
238,금산,2016-03,5.9,59,54.5,225.6
238,금산,2016-04,13.5,63,171.7,193.8
238,금산,2016-05,18.1,62,70.5,266.5
238,금산,2016-06,22.3,71,87.4,177.4
238,금산,2016-07,25.8,78,377.9,166.5
238,금산,2016-08,26.2,75,105.6,216.1
238,금산,2016-09,21,83,160.9,111.3
238,금산,2016-10,14.6,83,157.2,106.2
238,금산,2016-11,5.7,77,33.2,154
238,금산,2016-12,1,77,49.6,141.2
238,금산,2017-01,-2,70,13.6,176.9
238,금산,2017-02,.1,64,54.6,199.5
238,금산,2017-03,4.9,59,29.8,219.6
238,금산,2017-04,13,58,76.1,236.3
238,금산,2017-05,17.5,62,31.8,271.6
238,금산,2017-06,21.7,63,48.3,234.9
238,금산,2017-07,26.1,80,305.5,109.2
238,금산,2017-08,24.6,78,222.3,157.3
238,금산,2017-09,19.1,77,105.6,173.5
238,금산,2017-10,13.6,78,35.1,139.8
238,금산,2017-11,4.8,68,15.6,170.2
238,금산,2017-12,-1.8,66,29.3,161.2
238,금산,2018-01,-3.9,66,25.7,174.7
238,금산,2018-02,-1.8,53,28.1,184.4
238,금산,2018-03,7.2,68,91.5,194.4
238,금산,2018-04,12.5,63,142.4,217.1
238,금산,2018-05,17.9,67,110.4,209.8
238,금산,2018-06,22.2,66,104.3,211.6
238,금산,2018-07,26.8,73,163.5,227
238,금산,2018-08,27.2,71,410.4,193.2
238,금산,2018-09,19.5,75,135.2,155.3
238,금산,2018-10,11,77,112.6,172.3
238,금산,2018-11,5.8,74,45.5,151.2
238,금산,2018-12,-.9,66,27.6,174.5
238,금산,2019-01,-1.9,62,6.4,186.9
238,금산,2019-02,.8,61,41.5,172.1
238,금산,2019-03,6.3,59,33,199.9
238,금산,2019-04,11.4,61,93,173.8
238,금산,2019-05,17.7,57,44.2,272.8
238,금산,2019-06,21.1,71,101,198.1
238,금산,2019-07,24.4,76,141.1,137.4
238,금산,2019-08,25.6,75,105.8,175.5
238,금산,2019-09,20.8,79,236.4,110.1
238,금산,2019-10,14,77,99.3,159.3
238,금산,2019-11,6.8,73,47.9,163.2
238,금산,2019-12,1.4,73,33,161.5
238,금산,2020-01,1.5,77,80.8,115.7
238,금산,2020-02,2.5,72,83.9,169.8
238,금산,2020-03,7.3,62,20.5,234.6
238,금산,2020-04,10,54,35.6,262.6
238,금산,2020-05,17.8,72,80.5,207.3
238,금산,2020-06,22.9,77,234,184.8
238,금산,2020-07,22.7,87,628,72.4
238,금산,2020-08,26.6,83,373.4,143.9
238,금산,2020-09,19.7,82,167.2,136.4
238,금산,2020-10,12.4,75,4.1,196.3
238,금산,2020-11,7.1,72,41.9,171.6
238,금산,2020-12,-1,71,8.3,166.6
238,금산,2021-01,-2,71,23.5,175.8
238,금산,2021-02,2.9,61,19.3,195.4
238,금산,2021-03,8.4,69,88,187.2
238,금산,2021-04,13.3,58,39.3,224.6
238,금산,2021-05,16.5,74,162.7,187.9
238,금산,2021-06,22.1,77,105.6,187
238,금산,2021-07,26.1,80,300.8,208.9
238,금산,2021-08,24.4,84,297.2,115.3
238,금산,2021-09,21.1,82,151.9,144.5
238,금산,2021-10,13.8,81,44,181.3
238,금산,2021-11,7.1,78,50.7,158.7
238,금산,2021-12,.9,72,7.1,152.7
238,금산,2022-01,-1.9,63,1.5,205.4
238,금산,2022-02,-1,56,4.1,207.2
238,금산,2022-03,7.2,66,80.6,175.2
238,금산,2022-04,13.1,60,63.3,247
238,금산,2022-05,17.4,57,4.7,306
238,금산,2022-06,22.7,73,145.4,181.7
238,금산,2022-07,25.6,82,183.7,168.7
238,금산,2022-08,24.8,84,265.7,119.2
238,금산,2022-09,20.4,77,68.2,169.3
238,금산,2022-10,12.7,77,59.3,159.1
238,금산,2022-11,7.6,73,54.2,181.1
238,금산,2022-12,-2.8,72,18,144.4
238,금산,2023-01,-1.9,71,28.7,192.6
238,금산,2023-02,1.2,64,8.7,173.9
238,금산,2023-03,8.8,53,22,241.9
238,금산,2023-04,12.7,63,46.1,194
238,금산,2023-05,17.6,71,211.5,191.2
238,금산,2023-06,22.6,72,196.9,225.9
238,금산,2023-07,25.2,87,624.5,132.5
238,금산,2023-08,26.3,82,248.7,171.2
238,금산,2023-09,21.7,85,218.5,143
238,금산,2023-10,13.1,79,7.6,197.4
238,금산,2023-11,6.6,73,60,169.9
238,금산,2023-12,1.5,79,127.7,136.7
239,세종,2019-05,,,.2,7.6
239,세종,2019-06,21.7,69,103.5,213.9
239,세종,2019-07,25.2,77,274.4,167.5
239,세종,2019-08,26.2,79,187.7,214.1
239,세종,2019-09,21.8,79,163.2,125.7
239,세종,2019-10,15.6,74,91.6,179.3
239,세종,2019-11,8.1,68,112.2,169.4
239,세종,2019-12,2,67,26.5,144.2
239,세종,2020-01,2.1,65,81.3,138.6
239,세종,2020-02,2.9,65,89.7,171
239,세종,2020-03,7.8,52,22.6,224.6
239,세종,2020-04,10.8,48,17.6,279.6
239,세종,2020-05,18.2,67,91.6,213.7
239,세종,2020-06,23.2,72,214.2,208.3
239,세종,2020-07,23.2,82,436.4,86.3
239,세종,2020-08,26.8,83,501.1,152.8
239,세종,2020-09,20.5,75,171.3,171.7
239,세종,2020-10,13.4,67,6.4,204.5
239,세종,2020-11,8,64,50.1,157.2
239,세종,2020-12,-.1,60,3.5,167.7
239,세종,2021-01,-1.7,62,22,166.4
239,세종,2021-02,3.2,53,14.4,186
239,세종,2021-03,8.8,61,99.8,192
239,세종,2021-04,13.9,51,56,212.5
239,세종,2021-05,16.8,67,141.9,198.6
239,세종,2021-06,22.6,71,67.8,211.5
239,세종,2021-07,26.9,73,180.7,228.5
239,세종,2021-08,25.1,77,232.1,148.1
239,세종,2021-09,21.8,75,184.6,148.7
239,세종,2021-10,15,75,36.4,170.4
239,세종,2021-11,8.2,71,60.9,162
239,세종,2021-12,1.2,66,8,154.3
239,세종,2022-01,-1.4,55,2.7,196.6
239,세종,2022-02,-.4,50,2.2,204.9
239,세종,2022-03,7.7,60,77.1,165.6
239,세종,2022-04,14.2,55,53.7,241.9
239,세종,2022-05,18.4,52,9.4,301.1
239,세종,2022-06,23.3,69,118.5,182.5
239,세종,2022-07,26.4,79,239.5,184.3
239,세종,2022-08,25.3,82,421,134.2
239,세종,2022-09,21.8,70,138.8,170.9
239,세종,2022-10,13.9,70,100.7,201.6
239,세종,2022-11,9.4,65,39.8,171.8
239,세종,2022-12,-2.4,64,19,153.5
239,세종,2023-01,-1.2,63,26.3,179.6
239,세종,2023-02,2,61,4.1,157.2
239,세종,2023-03,9.6,48,18.5,233
239,세종,2023-04,13.3,59,48.8,188.1
239,세종,2023-05,18.5,66,194.2,209.3
239,세종,2023-06,23.1,71,112.6,219
239,세종,2023-07,25.6,85,866.5,139.3
239,세종,2023-08,26.7,80,301.6,176.3
239,세종,2023-09,22.7,81,373.1,140.6
239,세종,2023-10,14.8,74,5.3,198.4
239,세종,2023-11,7.6,68,40,158.4
239,세종,2023-12,2.3,75,112.3,115.5
243,부안,2008-01,-.2,75,37.8,121.3
243,부안,2008-02,-.1,64,5.4,190.7
243,부안,2008-03,6.7,68,48.6,207.3
243,부안,2008-04,12.6,66,41.1,200.9
243,부안,2008-05,17.3,71,109.5,227.8
243,부안,2008-06,21.4,78,197.5,134.3
243,부안,2008-07,26.5,82,106.7,141.7
243,부안,2008-08,25.5,79,208.3,207.3
243,부안,2008-09,22.5,76,29.5,171.2
243,부안,2008-10,16.3,72,26.6,187
243,부안,2008-11,8.6,72,37.4,137.1
243,부안,2008-12,3,70,33.1,122.3
243,부안,2009-01,-.2,71,29,138.3
243,부안,2009-02,3.7,72,30.6,107.9
243,부안,2009-03,6.6,65,49.5,209.5
243,부안,2009-04,11.5,65,28.4,236.1
243,부안,2009-05,17.9,66,97.9,258.5
243,부안,2009-06,22.2,71,111.5,208.9
243,부안,2009-07,24.5,81,462.7,125.3
243,부안,2009-08,25.5,78,162,190.6
243,부안,2009-09,21.5,76,55,203
243,부안,2009-10,16.4,68,24,227
243,부안,2009-11,8.8,69,24.1,123
243,부안,2009-12,1.2,72,61.4,111.4
243,부안,2010-01,-1.3,72,34.7,140.8
243,부안,2010-02,2.5,69,93.1,121.3
243,부안,2010-03,5.5,70,68.5,125.7
243,부안,2010-04,9.1,67,79.1,194.5
243,부안,2010-05,16.7,72,119,214
243,부안,2010-06,21.9,75,21.8,188.3
243,부안,2010-07,25.7,81,266.6,153.6
243,부안,2010-08,27.2,83,362.6,147
243,부안,2010-09,22.6,79,116.5,175.7
243,부안,2010-10,14.3,74,32.3,184.8
243,부안,2010-11,7.7,65,11.7,193.3
243,부안,2010-12,1.6,71,47.7,133.3
243,부안,2011-01,-5.1,71,5.8,158.2
243,부안,2011-02,1.1,78,61.5,151.8
243,부안,2011-03,4,65,22,240.6
243,부안,2011-04,10.3,70,68.3,225.8
243,부안,2011-05,17.6,71,100.5,187.8
243,부안,2011-06,21.9,77,107.1,176.1
243,부안,2011-07,26.1,82,364.8,118.3
243,부안,2011-08,25.8,83,348.1,96.6
243,부안,2011-09,21.3,77,29.3,206.3
243,부안,2011-10,14,74,17,197.5
243,부안,2011-11,11.7,75,86.9,116.4
243,부안,2011-12,1.1,74,26.4,114.3
243,부안,2012-01,-.9,73,19.4,122.6
243,부안,2012-02,-.8,68,5.9,141.8
243,부안,2012-03,5,70,67,179.7
243,부안,2012-04,12,65,73.4,214.3
243,부안,2012-05,18,68,25.8,235.5
243,부안,2012-06,22.8,69,50.1,187.7
243,부안,2012-07,25.7,79,238.5,164.5
243,부안,2012-08,27,77,631.8,152.9
243,부안,2012-09,20.5,79,219.8,162.5
243,부안,2012-10,14.8,70,45,213.4
243,부안,2012-11,7.2,67,58,127.3
243,부안,2012-12,-1.4,74,69,121
243,부안,2013-01,-1.7,72,20.8,131.7
243,부안,2013-02,.6,66,44.9,142.5
243,부안,2013-03,5.3,66,57,227.2
243,부안,2013-04,9.5,65,77.8,212.1
243,부안,2013-05,17,69,133.3,230.2
243,부안,2013-06,22.4,74,69.4,175.4
243,부안,2013-07,26.7,77,334.5,126
243,부안,2013-08,27.7,76,242,248.2
243,부안,2013-09,21.5,74,62,184.3
243,부안,2013-10,15.5,72,15.5,214.8
243,부안,2013-11,8,69,77,129.1
243,부안,2013-12,2.3,73,23.7,117.8
243,부안,2014-01,.7,66,4.1,174.5
243,부안,2014-02,2.6,64,2,125.9
243,부안,2014-03,7.3,66,78.6,191.9
243,부안,2014-04,12.5,65,74.8,205.5
243,부안,2014-05,17.7,63,43.5,273.3
243,부안,2014-06,22.3,71,65.3,186.6
243,부안,2014-07,24.9,78,163.1,140.8
243,부안,2014-08,23.8,81,405.5,99.4
243,부안,2014-09,21.2,75,84.6,186.1
243,부안,2014-10,15.3,72,84,214.5
243,부안,2014-11,9,75,87.1,143
243,부안,2014-12,0,75,95.9,107.3
243,부안,2015-01,.6,73,44.1,148.2
243,부안,2015-02,2.2,67,20.5,138.6
243,부안,2015-03,5.8,61,41,237.1
243,부안,2015-04,12.6,68,129.2,177
243,부안,2015-05,17.4,64,44.1,262.5
243,부안,2015-06,21.7,72,120.3,176.8
243,부안,2015-07,24.8,78,123.6,157
243,부안,2015-08,25.6,76,59.4,204.9
243,부안,2015-09,21,72,42.4,221.4
243,부안,2015-10,15.6,73,99.8,205.5
243,부안,2015-11,10.8,81,125.2,69
243,부안,2015-12,4.2,74,74.5,109.5
243,부안,2016-01,-.5,74,51.1,110.8
243,부안,2016-02,2.3,66,40.6,159.7
243,부안,2016-03,6.6,65,52,222.8
243,부안,2016-04,13.1,71,179.5,184.2
243,부안,2016-05,18.4,67,99.9,267.4
243,부안,2016-06,22.3,76,42,182.1
243,부안,2016-07,26.2,77,220.7,191.1
243,부안,2016-08,27.3,74,30.2,254.6
243,부안,2016-09,22.3,77,139.3,148.7
243,부안,2016-10,16.1,76,128.7,104.5
243,부안,2016-11,8.1,71,34.6,149.2
243,부안,2016-12,3.5,72,56.9,127.2
243,부안,2017-01,.6,72,18.7,148.2
243,부안,2017-02,1.7,66,37.8,183.6
243,부안,2017-03,5.6,64,21.9,226.9
243,부안,2017-04,12.9,65,61.1,244.8
243,부안,2017-05,18.2,65,38.3,279.2
243,부안,2017-06,21.7,69,25.2,226.5
243,부안,2017-07,27.1,80,372.6,116.7
243,부안,2017-08,26.1,78,137.8,194.5
243,부안,2017-09,21,75,105,205.2
243,부안,2017-10,15.5,73,35.5,177.6
243,부안,2017-11,7.2,67,10.6,179.1
243,부안,2017-12,1,69,42,140.4
243,부안,2018-01,-1.7,71,34.6,148.1
243,부안,2018-02,-.2,62,31.5,165.5
243,부안,2018-03,7.8,74,98.5,194.4
243,부안,2018-04,12.9,69,124.6,217.1
243,부안,2018-05,17.9,72,112.5,184.6
243,부안,2018-06,22.4,72,105,204.4
243,부안,2018-07,27.4,75,258.2,261.1
243,부안,2018-08,28.2,73,299.5,233.9
243,부안,2018-09,21.3,74,67,179.3
243,부안,2018-10,13.6,73,161.5,215.7
243,부안,2018-11,8.7,72,39.7,186.3
243,부안,2018-12,1.8,66,26.4,157.8
243,부안,2019-01,.4,67,8.8,193.2
243,부안,2019-02,2.1,66,25.1,171.1
243,부안,2019-03,7,65,30.4,221.8
243,부안,2019-04,11.7,67,104.5,197.5
243,부안,2019-05,17.9,61,60.7,299.4
243,부안,2019-06,21,76,89,223
243,부안,2019-07,25.3,79,225.5,175.4
243,부안,2019-08,26.8,78,127.4,234.6
243,부안,2019-09,22.2,82,243,160
243,부안,2019-10,16.1,79,86.6,201.6
243,부안,2019-11,9.4,76,55.6,165.9
243,부안,2019-12,4,74,30.9,143.1
243,부안,2020-01,3.3,78,79.1,110.1
243,부안,2020-02,3.9,78,59,183.4
243,부안,2020-03,7.6,69,22.1,227.9
243,부안,2020-04,10.3,66,22.2,269.7
243,부안,2020-05,17.6,79,111.9,204.6
243,부안,2020-06,22.4,83,157.6,186.2
243,부안,2020-07,23.1,90,509.8,85.9
243,부안,2020-08,27.2,86,421.6,172.1
243,부안,2020-09,21,84,224.3,167.2
243,부안,2020-10,14.5,73,6.8,209.4
243,부안,2020-11,9.4,75,49.4,154.7
243,부안,2020-12,1.8,73,31,140.1
243,부안,2021-01,0,77,32.6,134.8
243,부안,2021-02,4.1,70,23.3,170.7
243,부안,2021-03,8.4,79,100.4,195.1
243,부안,2021-04,13.2,67,46.4,213.1
243,부안,2021-05,17.1,76,81.7,204.3
243,부안,2021-06,22.3,80,97.1,206.3
243,부안,2021-07,26.7,83,224.6,206
243,부안,2021-08,25.4,85,409.7,173.4
243,부안,2021-09,22.4,74,166.6,150.3
243,부안,2021-10,16,73,50.3,212.1
243,부안,2021-11,9.6,77,100.3,147.8
243,부안,2021-12,3.2,74,21,129.4
243,부안,2022-01,.1,68,5.2,168.5
243,부안,2022-02,.7,66,11,190.8
243,부안,2022-03,7.7,73,69.7,173
243,부안,2022-04,13.4,68,58.3,245.9
243,부안,2022-05,18,62,7.2,299.8
243,부안,2022-06,23,78,172.8,184.4
243,부안,2022-07,26.5,81,126.1,180.3
243,부안,2022-08,26,83,276.7,149.8
243,부안,2022-09,21.9,78,85.9,158
243,부안,2022-10,14.7,74,37.6,224.3
243,부안,2022-11,10.4,72,63.7,174.3
243,부안,2022-12,-.1,73,57,137.6
243,부안,2023-01,.7,73,35.4,165.3
243,부안,2023-02,2.4,70,4.8,181
243,부안,2023-03,8.9,60,19.8,238.3
243,부안,2023-04,13.3,67,48.6,178.4
243,부안,2023-05,18.6,72,236.7,209.9
243,부안,2023-06,22.6,77,247.2,211.8
243,부안,2023-07,26.1,86,647.2,147.6
243,부안,2023-08,27,81,168.5,224.6
243,부안,2023-09,23.1,83,191.2,154.5
243,부안,2023-10,16,74,13.3,221.9
243,부안,2023-11,9.2,73,104.7,139.5
243,부안,2023-12,3.9,81,136.2,91.1
244,임실,2008-01,-2,72,27.7,132.9
244,임실,2008-02,-2.9,64,9.1,200.6
244,임실,2008-03,5.3,66,41.9,195.5
244,임실,2008-04,11.6,63,41.7,192.8
244,임실,2008-05,16.1,66,124.5,222.2
244,임실,2008-06,20.3,74,170.7,122.7
244,임실,2008-07,25.4,80,320.6,124.5
244,임실,2008-08,23.7,79,112.6,174.3
244,임실,2008-09,21.1,76,25,179.4
244,임실,2008-10,14.3,73,13.8,185.7
244,임실,2008-11,6.1,73,19,140.2
244,임실,2008-12,.3,71,8.7,138
244,임실,2009-01,-3.1,72,16.2,152.5
244,임실,2009-02,2.8,69,49.5,120.7
244,임실,2009-03,5.7,62,31.5,199.7
244,임실,2009-04,11,59,35.6,226.1
244,임실,2009-05,17.3,64,121,253.1
244,임실,2009-06,21.2,70,140.5,186.1
244,임실,2009-07,23.5,80,490,87.5
244,임실,2009-08,24.3,76,117.1,175.4
244,임실,2009-09,20.2,74,35.6,195.3
244,임실,2009-10,13.5,70,30.1,218.2
244,임실,2009-11,6.4,69,21.7,129.6
244,임실,2009-12,-.5,71,45.6,129.3
244,임실,2010-01,-2.8,71,20.9,154
244,임실,2010-02,1.7,69,100.4,122.7
244,임실,2010-03,4.9,67,65.8,115.8
244,임실,2010-04,8.9,63,93.6,193
244,임실,2010-05,16.7,65,102,209.9
244,임실,2010-06,22.3,68,38.3,174.7
244,임실,2010-07,25.1,78,393.7,109.6
244,임실,2010-08,25.8,80,726.5,107.8
244,임실,2010-09,20.7,75,141.6,142.1
244,임실,2010-10,12.4,73,49.8,161.6
244,임실,2010-11,4.3,65,22.1,182.1
244,임실,2010-12,-1.6,70,40.4,140.3
244,임실,2011-01,-8.2,67,2.9,171.5
244,임실,2011-02,-.4,68,55.7,161.9
244,임실,2011-03,1.9,56,20.5,246.9
244,임실,2011-04,9.4,60,132.2,225.6
244,임실,2011-05,16.4,64,134.5,186.8
244,임실,2011-06,21.6,69,132.9,164.6
244,임실,2011-07,24.4,80,511.7,100.8
244,임실,2011-08,24.1,77,449.8,87.7
244,임실,2011-09,19.8,72,39.9,181.1
244,임실,2011-10,11.6,71,60.6,191.1
244,임실,2011-11,9.5,74,152.7,117.4
244,임실,2011-12,-1.3,67,6.6,128.2
244,임실,2012-01,-3.5,67,13.6,132.2
244,임실,2012-02,-2.8,61,6.5,154.2
244,임실,2012-03,3.8,63,79.2,178.8
244,임실,2012-04,10.9,61,82,208.5
244,임실,2012-05,17.4,62,35.1,237.7
244,임실,2012-06,21.1,69,78.5,148.2
244,임실,2012-07,24.1,77,337,140.7
244,임실,2012-08,25.3,75,360.3,146.3
244,임실,2012-09,18.5,76,325.2,140.2
244,임실,2012-10,11.6,72,57.8,208.8
244,임실,2012-11,4.4,67,52.6,127.4
244,임실,2012-12,-3.8,74,76.1,128.1
244,임실,2013-01,-4.4,70,18.1,148
244,임실,2013-02,-1.2,62,37.5,148.5
244,임실,2013-03,4.8,59,82.7,233
244,임실,2013-04,8.4,61,85.6,192.6
244,임실,2013-05,16.4,65,98.5,236.9
244,임실,2013-06,22,73,88,153.8
244,임실,2013-07,25.2,79,466.3,104.5
244,임실,2013-08,25.9,79,280,204.1
244,임실,2013-09,19.8,76,69.8,177.6
244,임실,2013-10,13.5,74,62,203.6
244,임실,2013-11,5.1,74,84,133.1
244,임실,2013-12,-.6,75,27.5,131.4
244,임실,2014-01,-1.7,66,8.8,179.9
244,임실,2014-02,1.3,63,2.8,141.2
244,임실,2014-03,5.8,65,98.3,187.3
244,임실,2014-04,11.7,61,84.3,199.5
244,임실,2014-05,16.5,63,48.5,277.2
244,임실,2014-06,20.8,73,102.5,147.9
244,임실,2014-07,23.5,82,288.7,116.3
244,임실,2014-08,22.7,84,378,80.6
244,임실,2014-09,19.4,78,91.7,169.6
244,임실,2014-10,13,75,115.6,206.3
244,임실,2014-11,6.9,75,71.2,146.5
244,임실,2014-12,-2.5,75,50.1,122.5
244,임실,2015-01,-1.5,72,31.5,150.7
244,임실,2015-02,0,65,12.7,140.8
244,임실,2015-03,4.8,56,35.6,234.9
244,임실,2015-04,11.6,68,97.6,157.8
244,임실,2015-05,17.2,63,44.5,260.8
244,임실,2015-06,20.9,72,71.8,145.8
244,임실,2015-07,24.1,78,159.6,141
244,임실,2015-08,24.1,77,67,161.6
244,임실,2015-09,18.9,74,36,191.7
244,임실,2015-10,13.4,74,111.8,211.3
244,임실,2015-11,9,83,104.7,61.1
244,임실,2015-12,2.1,79,70.3,107.4
244,임실,2016-01,-2.6,75,36.1,123.3
244,임실,2016-02,-.1,68,42.4,163.1
244,임실,2016-03,5.5,63,61.1,217
244,임실,2016-04,13.2,66,186.1,191.1
244,임실,2016-05,17.6,66,108.8,254.9
244,임실,2016-06,21.6,74,67.2,147.5
244,임실,2016-07,25.3,79,271.7,169
244,임실,2016-08,26,73,90,216.9
244,임실,2016-09,20.9,80,234.5,111.9
244,임실,2016-10,15,78,152.2,97.2
244,임실,2016-11,6.5,72,23.3,147.5
244,임실,2016-12,1.3,75,53.1,126.5
244,임실,2017-01,-1.5,71,8.6,153.3
244,임실,2017-02,0,65,39.4,187.1
244,임실,2017-03,4,63,32.6,207.6
244,임실,2017-04,12.2,61,54,236
244,임실,2017-05,16.8,66,43.1,258.6
244,임실,2017-06,20.9,67,52.5,215.5
244,임실,2017-07,25.9,82,283.5,98.1
244,임실,2017-08,24.7,79,226,174.5
244,임실,2017-09,19.1,77,115.5,187.4
244,임실,2017-10,13.7,77,57.7,158.9
244,임실,2017-11,4.9,69,14.2,170.6
244,임실,2017-12,-1.8,69,31.2,134.5
244,임실,2018-01,-3.7,69,41.8,153.6
244,임실,2018-02,-1.8,58,19.6,166.5
244,임실,2018-03,7.3,72,95.1,194.8
244,임실,2018-04,12.4,67,129.7,202.4
244,임실,2018-05,17.3,72,97.7,193.7
244,임실,2018-06,21.8,71,181.4,199.9
244,임실,2018-07,26.6,75,157.1,222.5
244,임실,2018-08,26.7,74,415.6,214.3
244,임실,2018-09,19.5,78,142.9,149.5
244,임실,2018-10,11.2,77,117.4,198.9
244,임실,2018-11,6.4,76,42.5,159.1
244,임실,2018-12,-.1,67,27.4,150.4
244,임실,2019-01,-1.9,67,11.1,176.5
244,임실,2019-02,.9,63,30.9,167.8
244,임실,2019-03,5.7,63,34.6,196.2
244,임실,2019-04,10.9,66,84.7,177.6
244,임실,2019-05,16.8,61,63.7,279.7
244,임실,2019-06,20.8,76,98.5,192.2
244,임실,2019-07,24,81,259.1,130.8
244,임실,2019-08,25.2,79,141.6,179.8
244,임실,2019-09,21,81,151.8,122.4
244,임실,2019-10,14.2,79,121.6,188
244,임실,2019-11,7,74,42.2,151.7
244,임실,2019-12,1.4,75,29.9,133.1
244,임실,2020-01,1.7,79,73.9,95.2
244,임실,2020-02,2.4,76,59.6,161.7
244,임실,2020-03,6.4,67,45.3,218.2
244,임실,2020-04,8.9,63,40.5,269
244,임실,2020-05,17.1,76,77.7,212.5
244,임실,2020-06,21.9,82,173.9,171
244,임실,2020-07,22.1,90,514.6,74.6
244,임실,2020-08,25.7,88,631.4,146.9
244,임실,2020-09,19,86,158,136.6
244,임실,2020-10,12.3,77,7.6,213.7
244,임실,2020-11,7.3,74,71,152.2
244,임실,2020-12,-.5,73,16.3,134.7
244,임실,2021-01,-2,78,40.6,139
244,임실,2021-02,2.4,68,29.5,179
244,임실,2021-03,8.1,72,105.5,197.7
244,임실,2021-04,12.6,61,43.3,229.1
244,임실,2021-05,16,75,89.5,191.7
244,임실,2021-06,21.2,80,113.3,189.8
244,임실,2021-07,25,84,223.2,191.2
244,임실,2021-08,24,87,370.9,145.9
244,임실,2021-09,20.8,84,90.8,131.4
244,임실,2021-10,13.8,79,41.3,202.9
244,임실,2021-11,6.7,80,101.8,143
244,임실,2021-12,1,72,9.5,139.4
244,임실,2022-01,-1.7,65,2.1,167.9
244,임실,2022-02,-1.2,62,7.1,184.5
244,임실,2022-03,6.9,69,86.5,169
244,임실,2022-04,12.9,63,61.7,246.3
244,임실,2022-05,16.5,62,4.1,291.5
244,임실,2022-06,21.8,78,263.8,162.9
244,임실,2022-07,25,83,133.8,156.3
244,임실,2022-08,24.5,85,168.9,111.3
244,임실,2022-09,20.6,78,73.3,163.1
244,임실,2022-10,13,76,49,221.4
244,임실,2022-11,8.4,73,74.6,163
244,임실,2022-12,-2.3,74,41.8,129.7
244,임실,2023-01,-1.2,73,21.6,156.9
244,임실,2023-02,1.6,67,14,165.2
244,임실,2023-03,8.7,58,35.4,232.4
244,임실,2023-04,12.5,67,62.6,183.1
244,임실,2023-05,17.4,73,222,192.7
244,임실,2023-06,21.8,76,208.1,205.7
244,임실,2023-07,25,88,708.5,122.7
244,임실,2023-08,25.9,83,328.2,188.3
244,임실,2023-09,22,84,151.6,145.6
244,임실,2023-10,13.6,77,11.1,211.8
244,임실,2023-11,7.2,73,91.5,147.1
244,임실,2023-12,2.5,79,129.8,117.6
245,정읍,2008-01,-.5,73,49.8,124.7
245,정읍,2008-02,-.3,62,11.5,188.4
245,정읍,2008-03,7.4,64,40.8,188.6
245,정읍,2008-04,13.6,60,47.2,192.4
245,정읍,2008-05,18.1,63,156.3,221.3
245,정읍,2008-06,22.1,72,196.8,111.5
245,정읍,2008-07,27.1,76,155.4,132.7
245,정읍,2008-08,26,73,94.3,191.1
245,정읍,2008-09,22.9,71,32.4,171.9
245,정읍,2008-10,16.9,65,10.7,182.4
245,정읍,2008-11,8.9,67,45.1,143
245,정읍,2008-12,3.5,65,40.9,121.8
245,정읍,2009-01,-.4,71,37.5,136.1
245,정읍,2009-02,4.1,68,43.9,106.8
245,정읍,2009-03,6.9,61,47.3,200.4
