지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),합계 일조시간(hr)
257,양산시,2023-01,2.9,52,72.5,209.9
257,양산시,2023-02,6,58,32.7,170.5
257,양산시,2023-03,11.9,62,66.7,207.5
257,양산시,2023-04,15.2,64,86.9,196.4
257,양산시,2023-05,18.7,74,294.4,180.6
257,양산시,2023-06,23.6,77,122.8,165.4
257,양산시,2023-07,26.8,87,474.3,121.9
257,양산시,2023-08,28.4,78,531.4,191.1
257,양산시,2023-09,24.6,79,338.3,139.3
257,양산시,2023-10,17.2,66,2.6,218.8
257,양산시,2023-11,11.1,60,62.2,193.7
257,양산시,2023-12,5.2,62,87.2,168.6
258,보성군,2010-02,,,111.5,89.8
258,보성군,2010-03,6.9,72,114.3,133.7
258,보성군,2010-04,10.3,71,156.5,192.8
258,보성군,2010-05,17.2,74,269,220.5
258,보성군,2010-06,22.6,76,83.1,197.4
258,보성군,2010-07,25.6,85,256.9,104.2
258,보성군,2010-08,27.4,85,388.7,164.6
258,보성군,2010-09,23.3,79,160.5,179.2
258,보성군,2010-10,15.9,71,59.2,216.4
258,보성군,2010-11,8.2,64,16.2,217
258,보성군,2010-12,2.7,64,24.9,189.8
258,보성군,2011-01,-1.9,53,.2,233.5
258,보성군,2011-02,3.5,62,90.5,197.9
258,보성군,2011-03,5.6,52,30,257.8
258,보성군,2011-04,11.9,61,147.3,248.3
258,보성군,2011-05,17.5,73,145.6,194.6
258,보성군,2011-06,22.6,77,236.6,161.3
258,보성군,2011-07,26.2,81,426,142
258,보성군,2011-08,25.7,83,347.1,123.6
258,보성군,2011-09,22.4,73,31.3,223.9
258,보성군,2011-10,15.3,67,48.5,222.4
258,보성군,2011-11,12.7,76,172,140.7
258,보성군,2011-12,3.1,62,5.1,177.6
258,보성군,2012-01,1.3,62,7.4,170.7
258,보성군,2012-02,1.1,64,28.3,160.4
258,보성군,2012-03,7,65,149.9,183.6
258,보성군,2012-04,12.7,69,258.3,219.4
258,보성군,2012-05,19,69,59.1,229.8
258,보성군,2012-06,22.5,76,53.5,152.2
258,보성군,2012-07,25.9,84,267.3,154.5
258,보성군,2012-08,27.1,80,540.5,166.4
258,보성군,2012-09,21.2,79,218.6,200
258,보성군,2012-10,15.6,67,57,242.7
258,보성군,2012-11,8.3,64,43.5,170.5
258,보성군,2012-12,1.4,69,96.5,166
258,보성군,2013-01,.7,64,17.1,187.5
258,보성군,2013-02,2.9,59,76.3,169.8
258,보성군,2013-03,7.7,61,70.7,246.9
258,보성군,2013-04,11.1,62,98.1,220.7
258,보성군,2013-05,18.1,69,295,251.3
258,보성군,2013-06,23,77,113.4,161.2
258,보성군,2013-07,26.9,82,183.3,168.2
258,보성군,2013-08,27.9,79,243.5,251.5
258,보성군,2013-09,22.4,73,97.6,208.2
258,보성군,2013-10,17,67,32,227.1
258,보성군,2013-11,8.8,67,83.6,186.8
258,보성군,2013-12,3.8,61,3.2,181.9
258,보성군,2014-01,2.3,55,7.1,209.2
258,보성군,2014-02,4.4,58,18.5,155
258,보성군,2014-03,8.6,63,106.1,211.5
258,보성군,2014-04,13.9,59,81.5,200.2
258,보성군,2014-05,18.2,61,158.6,284.8
258,보성군,2014-06,22.4,71,107.4,149.2
258,보성군,2014-07,24.9,78,214.5,131.3
258,보성군,2014-08,24.6,79,532,115.2
258,보성군,2014-09,21.8,73,216.6,182.1
258,보성군,2014-10,16.1,69,95.5,235.2
258,보성군,2014-11,10.6,64,71,167
258,보성군,2014-12,2.2,62,10.4,174.8
258,보성군,2015-01,2.8,59,23.8,184.6
258,보성군,2015-02,3.9,57,38.7,151.4
258,보성군,2015-03,7.9,53,71.1,238.1
258,보성군,2015-04,13.5,65,217.8,169
258,보성군,2015-05,18.9,58,154,268.7
258,보성군,2015-06,21.7,71,91.7,145.4
258,보성군,2015-07,24.9,76,179.4,159.1
258,보성군,2015-08,25.8,74,146.6,192.7
258,보성군,2015-09,21.3,72,67.5,203.6
258,보성군,2015-10,16.1,67,76.8,242.5
258,보성군,2015-11,12.2,73,97.3,110.1
258,보성군,2015-12,5.9,66,46.9,147.7
258,보성군,2016-01,1.6,62,23.3,166.8
258,보성군,2016-02,3.5,58,108.6,193.5
258,보성군,2016-03,8.3,61,101.5,224.8
258,보성군,2016-04,14.5,68,261.9,193.2
258,보성군,2016-05,18.8,65,132.5,235.4
258,보성군,2016-06,22.5,75,138.9,141.6
258,보성군,2016-07,25.9,81,217.8,207.7
258,보성군,2016-08,27.1,75,36.6,291.4
258,보성군,2016-09,22.3,81,277.5,137.9
258,보성군,2016-10,17.1,76,156.9,115.8
258,보성군,2016-11,9.5,69,71.5,175.9
258,보성군,2016-12,4.8,67,72.8,179.3
258,보성군,2017-01,2.2,64,12,207.5
258,보성군,2017-02,3.1,59,40.2,207.8
258,보성군,2017-03,7.2,57,23.5,227
258,보성군,2017-04,14.2,63,68.6,253.5
258,보성군,2017-05,18.8,64,27.8,272.5
258,보성군,2017-06,22,69,95.1,218.8
258,보성군,2017-07,27,83,143.9,149.8
258,보성군,2017-08,26.5,78,239.7,228.5
258,보성군,2017-09,21.5,75,116.5,204.4
258,보성군,2017-10,16.5,74,133.5,182.8
258,보성군,2017-11,8.4,64,1.3,210.6
258,보성군,2017-12,1.8,62,16,206.1
258,보성군,2018-01,.2,63,29.8,195.7
258,보성군,2018-02,1.8,54,32.5,182.3
258,보성군,2018-03,8.7,73,156,209.1
258,보성군,2018-04,13.6,71,140.6,217.5
258,보성군,2018-05,18.2,75,101.4,198.9
258,보성군,2018-06,22.7,74,273.5,223
258,보성군,2018-07,27.2,78,89.5,268.1
258,보성군,2018-08,27.7,79,193.8,230.4
258,보성군,2018-09,21.1,78,155.5,154.1
258,보성군,2018-10,14.4,71,180.7,248.6
258,보성군,2018-11,9.5,71,42.7,199.6
258,보성군,2018-12,3.5,63,34.1,174.7
258,보성군,2019-01,2.5,56,7.4,218.4
258,보성군,2019-02,4,58,55,182.6
258,보성군,2019-03,8.2,63,75.2,223.8
258,보성군,2019-04,12.2,68,85.8,191.8
258,보성군,2019-05,18.2,61,165.1,297.8
258,보성군,2019-06,21.6,77,271.2,228.1
258,보성군,2019-07,24.7,82,251,176.5
258,보성군,2019-08,26.3,81,77.5,230
258,보성군,2019-09,22.4,84,266.2,145.9
258,보성군,2019-10,16.5,75,217.9,233.7
258,보성군,2019-11,10.7,68,26.5,200.6
258,보성군,2019-12,4.6,68,28.4,169
258,보성군,2020-01,5.1,69,85.2,144
258,보성군,2020-02,5.4,70,44.9,172.1
258,보성군,2020-03,8.6,67,57.4,244.3
258,보성군,2020-04,11.4,59,80.2,270.5
258,보성군,2020-05,18.1,77,194.9,196.4
258,보성군,2020-06,23.3,80,417.8,197.7
258,보성군,2020-07,23.5,89,405.7,66.7
258,보성군,2020-08,27.8,88,204.2,168.3
258,보성군,2020-09,21.5,85,181,165
258,보성군,2020-10,15.9,68,24.7,236.1
258,보성군,2020-11,11.2,65,11.5,175.3
258,보성군,2020-12,3.2,63,8.7,194.7
258,보성군,2021-01,2,70,24.5,179.6
258,보성군,2021-02,5.5,63,30.1,175.7
258,보성군,2021-03,10.5,72,175.4,221.9
258,보성군,2021-04,13.9,64,94.9,230.1
258,보성군,2021-05,17.9,72,144.9,215.5
258,보성군,2021-06,22.9,79,119.4,220.4
258,보성군,2021-07,26.6,84,525.1,199
258,보성군,2021-08,26.3,85,408.7,185.2
258,보성군,2021-09,22.7,83,110.3,117.1
258,보성군,2021-10,17,75,35.2,222.3
258,보성군,2021-11,10.1,73,37.7,190.3
258,보성군,2021-12,4.3,67,2.1,191.5
258,보성군,2022-01,2.3,56,.6,208.7
258,보성군,2022-02,2.5,53,.3,212.1
258,보성군,2022-03,9.2,69,173.3,188.7
258,보성군,2022-04,14.7,65,102.6,222.8
258,보성군,2022-05,18.6,62,2.5,288.6
258,보성군,2022-06,23.1,81,103.6,166.2
258,보성군,2022-07,26.9,83,264.3,188.7
258,보성군,2022-08,26.6,86,156.2,140.6
258,보성군,2022-09,22.5,79,143.5,161.1
258,보성군,2022-10,15.6,71,15.7,254.2
258,보성군,2022-11,11.5,70,81.7,188.5
258,보성군,2022-12,2,66,12.1,182.5
258,보성군,2023-01,2.1,67,69.9,200.2
258,보성군,2023-02,4.6,63,31.5,175.7
258,보성군,2023-03,10.2,64,47.9,224.8
258,보성군,2023-04,13.4,73,100.8,189.1
258,보성군,2023-05,18.1,81,335.7,178.6
258,보성군,2023-06,23,79,374,206.1
258,보성군,2023-07,25.8,92,553.2,89.9
258,보성군,2023-08,27.5,85,162.1,237.6
258,보성군,2023-09,24,85,156.3,169.9
258,보성군,2023-10,16.3,72,7,238.3
258,보성군,2023-11,9.8,72,109.8,181.5
258,보성군,2023-12,4.6,78,67.4,154.1
259,강진군,2009-11,,,13,108.3
259,강진군,2009-12,2.8,70,24,146.7
259,강진군,2010-01,.5,74,37.2,155
259,강진군,2010-02,3.7,72,103.4,130.1
259,강진군,2010-03,6.6,72,96.1,127
259,강진군,2010-04,10,68,149.9,187
259,강진군,2010-05,16.9,71,156.3,208.7
259,강진군,2010-06,21.9,75,80.6,152.4
259,강진군,2010-07,25.1,84,225.2,101.6
259,강진군,2010-08,27.1,84,441.8,161.3
259,강진군,2010-09,22.7,78,147,162.7
259,강진군,2010-10,15.3,71,68.3,204.1
259,강진군,2010-11,7.5,66,11.5,196.4
259,강진군,2010-12,2.5,69,39.6,164.4
259,강진군,2011-01,-2.7,64,2.4,190.9
259,강진군,2011-02,2.7,68,58.6,187.1
259,강진군,2011-03,4.8,58,33,252.6
259,강진군,2011-04,11.1,67,120.3,231.5
259,강진군,2011-05,17.4,74,114.3,191.7
259,강진군,2011-06,22,79,227.5,141.8
259,강진군,2011-07,25.6,83,346.2,131.6
259,강진군,2011-08,25.1,84,291.6,97
259,강진군,2011-09,21.8,75,22.4,202.5
259,강진군,2011-10,14.8,68,31.3,220.8
259,강진군,2011-11,12.3,74,179.9,131.4
259,강진군,2011-12,2.4,63,11.6,152.6
259,강진군,2012-01,.6,63,12.6,154.7
259,강진군,2012-02,.5,66,36.2,132.9
259,강진군,2012-03,6.2,64,157.8,180.9
259,강진군,2012-04,12.3,67,179.4,208
259,강진군,2012-05,18.5,66,41.8,224.8
259,강진군,2012-06,22.1,72,58.9,151.3
259,강진군,2012-07,25.4,81,259.8,140.3
259,강진군,2012-08,26.7,77,480.5,164.2
259,강진군,2012-09,20.5,77,289.6,175.6
259,강진군,2012-10,15.1,67,64.6,244
259,강진군,2012-11,8,63,52,177.1
259,강진군,2012-12,1.2,69,70.2,175.9
259,강진군,2013-01,.1,65,22.8,190
259,강진군,2013-02,2.2,61,65,173.6
259,강진군,2013-03,6.8,62,93.5,240.6
259,강진군,2013-04,10.6,61,68.8,224.1
259,강진군,2013-05,17.6,68,197.4,249
259,강진군,2013-06,22.4,76,85,173.7
259,강진군,2013-07,26.3,82,193.7,183.8
259,강진군,2013-08,27.2,80,226.9,269.5
259,강진군,2013-09,21.9,74,99.7,209.1
259,강진군,2013-10,16.4,69,25.3,234.2
259,강진군,2013-11,8.4,71,114.5,194.3
259,강진군,2013-12,2.9,68,12.7,181.5
259,강진군,2014-01,1.6,61,13.2,220.2
259,강진군,2014-02,3.8,63,26,157.3
259,강진군,2014-03,7.6,68,94.4,201.7
259,강진군,2014-04,13.4,61,57.9,211.6
259,강진군,2014-05,17.7,65,149.1,296.5
259,강진군,2014-06,21.8,76,81.5,166
259,강진군,2014-07,24.4,83,250.1,143.7
259,강진군,2014-08,24,86,473.4,115.8
259,강진군,2014-09,21.3,79,138.5,195.1
259,강진군,2014-10,15.7,75,102.3,228.3
259,강진군,2014-11,10,72,89.7,158.1
259,강진군,2014-12,1.8,72,37.1,159.9
259,강진군,2015-01,2.1,69,28.8,171.6
259,강진군,2015-02,3,64,28.7,152.3
259,강진군,2015-03,7.2,58,41,237.7
259,강진군,2015-04,12.7,72,188.7,174.5
259,강진군,2015-05,18.3,65,121.6,271.7
259,강진군,2015-06,21.1,78,125.8,158.3
259,강진군,2015-07,24.4,85,203,170.8
259,강진군,2015-08,24.9,84,166.2,194.8
259,강진군,2015-09,20.8,80,97.9,211.6
259,강진군,2015-10,15.6,76,77.8,234.7
259,강진군,2015-11,11.6,83,100.6,96
259,강진군,2015-12,5.6,73,60.3,134.9
259,강진군,2016-01,1.1,72,59.6,139.6
259,강진군,2016-02,3.1,65,46,169.6
259,강진군,2016-03,7.5,69,99.3,218.7
259,강진군,2016-04,14.2,73,244.5,195.9
259,강진군,2016-05,18.5,71,159.6,236.7
259,강진군,2016-06,22.1,82,142.1,137.5
259,강진군,2016-07,25.8,86,220.9,220.3
259,강진군,2016-08,27,78,39,270.2
259,강진군,2016-09,22.3,85,241.1,141.5
259,강진군,2016-10,17.2,80,215.8,112.4
259,강진군,2016-11,9.2,75,90.8,161.8
259,강진군,2016-12,4.9,74,60.7,139.2
259,강진군,2017-01,2.2,69,9.7,188.8
259,강진군,2017-02,2.8,66,27.4,186.9
259,강진군,2017-03,6.7,62,25,212.3
259,강진군,2017-04,13.7,68,51.4,254.5
259,강진군,2017-05,18.4,69,17.1,275.9
259,강진군,2017-06,21.7,77,62,219
259,강진군,2017-07,,,182.1,114
259,강진군,2017-08,26.5,85,199.2,212.3
259,강진군,2017-09,21.5,82,98.1,195.1
259,강진군,2017-10,16.5,74,115.4,167.6
259,강진군,2017-11,8.1,68,2.4,187.5
259,강진군,2017-12,2,66,26.4,153.4
259,강진군,2018-01,0,67,35.7,174.7
259,강진군,2018-02,1.6,58,24.3,171.8
259,강진군,2018-03,8.6,76,149.1,199.7
259,강진군,2018-04,13.7,71,153.1,213
259,강진군,2018-05,18.3,76,95.7,189.6
259,강진군,2018-06,22.6,76,252.3,223
259,강진군,2018-07,27.3,77,44,253.6
259,강진군,2018-08,27.8,79,384,219.6
259,강진군,2018-09,21.2,78,166.5,155.9
259,강진군,2018-10,14.5,70,260.6,221
259,강진군,2018-11,9.4,71,38.8,182.9
259,강진군,2018-12,3.5,64,30.4,143.5
259,강진군,2019-01,2.3,60,10.1,190.8
259,강진군,2019-02,3.8,59,35.2,157
259,강진군,2019-03,8.1,63,56.8,217.9
259,강진군,2019-04,12.2,68,96.3,184
259,강진군,2019-05,18.1,61,137,292.4
259,강진군,2019-06,21.5,76,275.1,212.9
259,강진군,2019-07,24.7,81,247.4,156.6
259,강진군,2019-08,26.4,79,94,213.4
259,강진군,2019-09,22.7,80,285.6,148.2
259,강진군,2019-10,16.6,73,183.1,203.6
259,강진군,2019-11,10.6,68,22,172.9
259,강진군,2019-12,4.4,66,39,156.3
259,강진군,2020-01,4.7,67,95,138
259,강진군,2020-02,5.1,68,40.9,166.7
259,강진군,2020-03,8.4,63,37.9,230.6
259,강진군,2020-04,11,57,63.6,277.7
259,강진군,2020-05,17.9,74,161.5,201.3
259,강진군,2020-06,22.7,77,332.1,205.4
259,강진군,2020-07,23.2,86,398.5,71.6
259,강진군,2020-08,27.6,82,253.1,193.6
259,강진군,2020-09,21.3,81,221,161.4
259,강진군,2020-10,15.3,68,24.7,218.5
259,강진군,2020-11,10.7,65,12.1,159.6
259,강진군,2020-12,2.5,65,14,172.2
259,강진군,2021-01,1.4,72,38.4,167.5
259,강진군,2021-02,5.2,64,33.7,155.6
259,강진군,2021-03,10.1,71,153.3,203.9
259,강진군,2021-04,13.9,62,50.5,224.5
259,강진군,2021-05,17.8,71,130.8,201.4
259,강진군,2021-06,22.8,77,134.3,203.6
259,강진군,2021-07,26.6,82,498.1,172
259,강진군,2021-08,26.3,84,269.9,152.9
259,강진군,2021-09,22.9,81,105.6,103.8
259,강진군,2021-10,17,75,21.4,204.8
259,강진군,2021-11,9.8,75,54.5,166.3
259,강진군,2021-12,3.8,71,4.3,146.8
259,강진군,2022-01,1.8,61,2.2,182.3
259,강진군,2022-02,2.1,57,1.9,188.8
259,강진군,2022-03,9.1,69,162.9,174.9
259,강진군,2022-04,14.4,66,99,225.5
259,강진군,2022-05,18.2,64,1.4,268.1
259,강진군,2022-06,23.1,80,97.4,147.4
259,강진군,2022-07,27.1,81,230.8,165.6
259,강진군,2022-08,26.8,84,158.9,121.1
259,강진군,2022-09,22.6,78,189.3,157.2
259,강진군,2022-10,15.5,70,23.5,237.1
259,강진군,2022-11,11.2,72,44.3,172.8
259,강진군,2022-12,1.7,68,21.7,141.5
259,강진군,2023-01,1.8,70,76,168.7
259,강진군,2023-02,4,66,39.7,170.2
259,강진군,2023-03,10,64,38.2,218.8
259,강진군,2023-04,13.5,72,95.7,184
259,강진군,2023-05,18.3,78,321.7,176.2
259,강진군,2023-06,22.9,77,171.5,181.8
259,강진군,2023-07,26.1,90,562.6,88.6
259,강진군,2023-08,27.6,82,349.2,219.1
259,강진군,2023-09,24.1,83,124.4,147.7
259,강진군,2023-10,16.4,73,6.3,200.1
259,강진군,2023-11,9.9,73,85.7,131.7
259,강진군,2023-12,4.8,81,62.3,112.5
260,장흥,2008-01,1.5,66,44,133.1
260,장흥,2008-02,.7,55,11.1,212.3
260,장흥,2008-03,7.2,64,51.4,206.7
260,장흥,2008-04,12.7,69,52.1,175.5
260,장흥,2008-05,17,70,192.2,211.5
260,장흥,2008-06,20.7,78,262.2,76.3
260,장흥,2008-07,26.2,83,127.3,135.6
260,장흥,2008-08,25.4,78,127.2,178.6
260,장흥,2008-09,22.2,78,42.5,139.9
260,장흥,2008-10,16.3,72,35.5,188
260,장흥,2008-11,8.6,72,26.9,154.2
260,장흥,2008-12,3.2,69,9.2,156.5
260,장흥,2009-01,1,66,12.9,142.9
260,장흥,2009-02,5.3,66,64.5,131
260,장흥,2009-03,7.7,62,62,184.3
260,장흥,2009-04,12.4,62,121,236.2
260,장흥,2009-05,18.2,66,157.4,245.3
260,장흥,2009-06,21.9,75,118.2,181.9
260,장흥,2009-07,24.5,81,638.6,96.8
260,장흥,2009-08,25,77,107.1,149.5
260,장흥,2009-09,21.8,74,66.9,183.5
260,장흥,2009-10,15.3,70,57.4,224
260,장흥,2009-11,9.1,67,20,141
260,장흥,2009-12,2.9,62,35.5,135.7
260,장흥,2010-01,.7,64,34.6,149.5
260,장흥,2010-02,3.9,66,119,124.8
260,장흥,2010-03,7.2,66,111.4,121
260,장흥,2010-04,10.5,65,159.5,177.1
260,장흥,2010-05,17.4,69,146,208.8
260,장흥,2010-06,22.4,72,88.5,150.6
260,장흥,2010-07,25.4,83,268.5,74.6
260,장흥,2010-08,27.2,82,565.2,141.2
260,장흥,2010-09,23,77,114.6,148.9
260,장흥,2010-10,15.5,70,64.5,188.9
260,장흥,2010-11,7.7,66,23.8,185.8
260,장흥,2010-12,2.8,66,53.2,149.9
260,장흥,2011-01,-2.4,60,1.9,190.9
260,장흥,2011-02,3.1,65,74,187.6
260,장흥,2011-03,5.2,54,31,247.4
260,장흥,2011-04,11.6,64,134.8,225.5
260,장흥,2011-05,18,72,127.7,177.7
260,장흥,2011-06,22.5,77,272.2,131.6
260,장흥,2011-07,26,83,360.3,123.3
260,장흥,2011-08,25.6,84,354.5,92.8
260,장흥,2011-09,22.1,75,25.3,186.9
260,장흥,2011-10,14.9,69,24,211.1
260,장흥,2011-11,12.4,75,167.5,122.4
260,장흥,2011-12,2.5,63,10.6,143.1
260,장흥,2012-01,.8,62,17.1,142.1
260,장흥,2012-02,.6,65,35.1,130.9
260,장흥,2012-03,6.6,62,165.1,172.1
260,장흥,2012-04,12.7,67,235.5,203.5
260,장흥,2012-05,18.8,69,38,213
260,장흥,2012-06,22.3,76,53.9,127.2
260,장흥,2012-07,25.6,86,267,126
260,장흥,2012-08,26.9,82,554.1,152.4
260,장흥,2012-09,20.7,82,248.5,167.9
260,장흥,2012-10,15.1,71,55,215.7
260,장흥,2012-11,8.2,66,42.4,117.3
260,장흥,2012-12,1.3,71,63,134.9
260,장흥,2013-01,.2,67,19,160.1
260,장흥,2013-02,2.4,61,59.5,158.7
260,장흥,2013-03,7.2,64,71,228.6
260,장흥,2013-04,10.9,64,59.9,204.6
260,장흥,2013-05,17.9,73,225.2,222.2
260,장흥,2013-06,22.6,83,88.1,133.9
260,장흥,2013-07,26.7,89,180,119.8
260,장흥,2013-08,27.4,87,256.4,219.1
260,장흥,2013-09,22,82,82.1,181.4
260,장흥,2013-10,16.4,76,27.6,209.5
260,장흥,2013-11,8.2,78,81.1,151.4
260,장흥,2013-12,3,71,7.4,139
260,장흥,2014-01,1.6,65,13.5,187.3
260,장흥,2014-02,4,66,22.9,144.1
260,장흥,2014-03,7.9,71,87.7,189.1
260,장흥,2014-04,13.4,66,64.6,192.4
260,장흥,2014-05,17.8,71,105.1,271.7
260,장흥,2014-06,21.9,83,119,108.3
260,장흥,2014-07,24.5,89,214.2,109.4
260,장흥,2014-08,24.3,79,528.2,84.3
260,장흥,2014-09,21.4,82,209.4,167.8
260,장흥,2014-10,15.6,81,84,220.8
260,장흥,2014-11,10,80,72.7,144.6
260,장흥,2014-12,1.9,77,24.7,136.6
260,장흥,2015-01,2.2,72,25.6,166.5
260,장흥,2015-02,3.2,69,29.4,142.4
260,장흥,2015-03,7.4,62,39.5,223.1
260,장흥,2015-04,12.9,74,178.6,157.9
260,장흥,2015-05,18.3,69,124.5,252.3
260,장흥,2015-06,21.2,84,104.9,124.2
260,장흥,2015-07,24.5,88,231,128.3
260,장흥,2015-08,25.1,84,149,164.6
260,장흥,2015-09,20.4,81,64.4,203.4
260,장흥,2015-10,15.1,77,77.9,228.2
260,장흥,2015-11,11.4,83,84.3,91.5
260,장흥,2015-12,5.1,75,51.9,138.2
260,장흥,2016-01,1,71,54,152
260,장흥,2016-02,2.9,66,50.5,176.6
260,장흥,2016-03,7.4,69,90.3,211.7
260,장흥,2016-04,14.1,75,222.9,192.5
260,장흥,2016-05,18.2,74,133.2,230.1
260,장흥,2016-06,21.9,83,141.5,120.5
260,장흥,2016-07,25.7,85,208.3,194.8
260,장흥,2016-08,26.7,79,50.1,270.2
260,장흥,2016-09,22.1,86,233.7,120.8
260,장흥,2016-10,17.1,79,197.5,107.5
260,장흥,2016-11,9.3,74,77.5,162.5
260,장흥,2016-12,4.8,72,53.7,156.9
260,장흥,2017-01,2.1,68,11.6,195.6
260,장흥,2017-02,2.9,64,33.3,189.9
260,장흥,2017-03,6.9,62,29.1,210.2
260,장흥,2017-04,14.3,67,52.5,243.9
260,장흥,2017-05,18.9,69,29.9,241.5
260,장흥,2017-06,21.8,75,123.2,195.2
260,장흥,2017-07,26.7,87,251,138.7
260,장흥,2017-08,26.2,82,216.5,215.1
260,장흥,2017-09,21,79,96.4,183
260,장흥,2017-10,16,78,101.1,159.2
260,장흥,2017-11,7.6,70,1.7,192.7
260,장흥,2017-12,1.4,69,23.4,172.3
260,장흥,2018-01,-.3,69,38.1,181.5
260,장흥,2018-02,1.3,59,26.3,166
260,장흥,2018-03,8.6,77,133.8,189.4
260,장흥,2018-04,13.5,74,112.2,194.6
260,장흥,2018-05,18.1,78,81.7,162.6
260,장흥,2018-06,22.2,79,220.2,176.1
260,장흥,2018-07,26.9,81,87.3,158.2
260,장흥,2018-08,27.6,81,302.8,205.7
260,장흥,2018-09,21.1,81,144.3,145.9
260,장흥,2018-10,13.9,75,193.5,227.3
260,장흥,2018-11,9,76,35.2,187.2
260,장흥,2018-12,3.5,66,35.5,157.8
260,장흥,2019-01,2.1,61,13.1,206.2
260,장흥,2019-02,3.9,61,41.4,161.1
260,장흥,2019-03,8.1,65,62.4,207.2
260,장흥,2019-04,12.3,70,78.5,173.5
260,장흥,2019-05,18,65,145.9,287.4
260,장흥,2019-06,21.5,80,262.2,201
260,장흥,2019-07,25.2,81,268.5,146.7
260,장흥,2019-08,26.3,83,91.8,202
260,장흥,2019-09,22.5,85,252.2,131.7
260,장흥,2019-10,16.2,77,236.5,209.9
260,장흥,2019-11,9.9,72,30.1,187.3
260,장흥,2019-12,3.8,70,34.8,166.1
260,장흥,2020-01,4.3,71,100.8,142.1
260,장흥,2020-02,4.7,71,41.3,177.5
260,장흥,2020-03,8.1,65,39.6,236.3
260,장흥,2020-04,10.4,60,63.3,268.2
260,장흥,2020-05,17.5,77,152.7,199.6
260,장흥,2020-06,22.3,80,311.5,193.2
260,장흥,2020-07,22.8,88,354.1,68.6
260,장흥,2020-08,27,85,355.1,167.6
260,장흥,2020-09,20.7,84,219.2,151.5
260,장흥,2020-10,14.5,71,21.9,229.7
260,장흥,2020-11,10,68,20.1,174.7
260,장흥,2020-12,2,67,12.6,189.6
260,장흥,2021-01,1,73,32.2,176.1
260,장흥,2021-02,4.7,64,34.5,179.4
260,장흥,2021-03,9.6,72,160,215.1
260,장흥,2021-04,13.3,63,53.8,234
260,장흥,2021-05,17.3,73,122.8,221.7
260,장흥,2021-06,22.2,80,110.1,221.3
260,장흥,2021-07,26,84,452.5,197.6
260,장흥,2021-08,25.7,86,330.7,186.3
260,장흥,2021-09,22.4,82,96.3,120.6
260,장흥,2021-10,16.1,79,35.4,217.3
260,장흥,2021-11,9.1,77,43.5,182.5
260,장흥,2021-12,3.2,71,3.7,180.6
260,장흥,2022-01,1.2,60,1.7,203.3
260,장흥,2022-02,1.6,55,.2,214
260,장흥,2022-03,8.6,69,151.9,185
260,장흥,2022-04,13.9,66,91.9,232.4
260,장흥,2022-05,17.6,65,.8,291
260,장흥,2022-06,22.6,81,84.4,164.6
260,장흥,2022-07,26.4,84,205.5,197
260,장흥,2022-08,26.2,87,157.2,137.4
260,장흥,2022-09,22,79,154.9,170.7
260,장흥,2022-10,14.6,73,22.1,250.1
260,장흥,2022-11,10.4,73,35.3,192
260,장흥,2022-12,1.1,68,10,173.8
260,장흥,2023-01,1.2,70,63.1,191.6
260,장흥,2023-02,3.5,65,26.5,177.3
260,장흥,2023-03,9.6,64,44,226.2
260,장흥,2023-04,13.1,72,109.5,188.5
260,장흥,2023-05,17.7,81,286.2,188
260,장흥,2023-06,22.5,80,219.1,204.8
260,장흥,2023-07,25.7,93,575.2,110.2
260,장흥,2023-08,26.9,86,356.2,235
260,장흥,2023-09,23.5,85,152.9,164.7
260,장흥,2023-10,15.3,76,7.5,227.5
260,장흥,2023-11,9.3,73,93,175.8
260,장흥,2023-12,4.4,79,51.9,144.3
261,해남,2008-01,1.5,69,44,121.4
261,해남,2008-02,.5,62,16.7,201.8
261,해남,2008-03,6.9,70,62.2,199.2
261,해남,2008-04,12.7,70,56.3,180
261,해남,2008-05,17,72,195.4,201.2
261,해남,2008-06,20.8,79,344.5,82.3
261,해남,2008-07,26.4,82,127.3,148.1
261,해남,2008-08,25.5,79,123.3,202.4
261,해남,2008-09,22.5,78,33.2,140.2
261,해남,2008-10,16.6,71,33.5,189.4
261,해남,2008-11,9,73,41.2,155.2
261,해남,2008-12,3.7,71,20.5,160.1
261,해남,2009-01,1.1,71,12,137.3
261,해남,2009-02,5.1,71,61.1,123.8
261,해남,2009-03,7.3,66,68,179.9
261,해남,2009-04,11.8,66,86.6,230.8
261,해남,2009-05,17.9,69,136.4,257.1
261,해남,2009-06,22,76,81.2,189.5
261,해남,2009-07,24.5,84,549.1,100
261,해남,2009-08,25.2,80,94.9,152.6
261,해남,2009-09,21.8,77,56.8,179.9
